Symbol,industry
CUPID,householdpersonalproducts
CARYSIL,householdpersonalproducts
AARTISURF,householdpersonalproducts
GAIL,industrialgasesfuels
LINDEINDIA,industrialgasesfuels
PETRONET,industrialgasesfuels
REFEX,industrialgasesfuels
CONFIPET,industrialgasesfuels
IRMENERGY,industrialgasesfuels
PCCL,industrialgasesfuels
LICI,insurance
SBILIFE,insurance
HDFCLIFE,insurance
ICICIPRULI,insurance
ICICIGI,insurance
GICRE,insurance
NIACL,insurance
GODIGIT,insurance
STARHEALTH,insurance
NIVABUPA,insurance
NIITLTD,iteducation
APTECHT,iteducation
NETWEB,ithardware
EE,ithardware
NELCO,ithardware
CONTROLPR,ithardware
SILVERTUC,ithardware
TVSELECT,ithardware
HCL-INSYS,ithardware
DLINKINDIA,itnetworking
GREENLAM,laminatesdecoratives
STYLAMIND,laminatesdecoratives
RUSHIL,laminatesdecoratives
BIL,leather
CONCOR,logistics
AEGISLOG,logistics
TCI,logistics
TVSSCS,logistics
BLACKBUCK,logistics
ALLCARGO,logistics
VRLLOG,logistics
GATEWAY,logistics
TCIEXP,logistics
MAHLOG,logistics
NAVKARCORP,logistics
JITFINFRA,logistics
ACLGATI,logistics
WCIL,logistics
SNOWMAN,logistics
RITCO,logistics
SICALLOG,logistics
ATL,logistics
SJLOGISTIC,logistics
TARACHAND,logistics
AVG,logistics
CASTROLIND,lubricants
GULFOILLUB,lubricants
SOTL,lubricants
VEEDOL,lubricants
PANAMAPET,lubricants
GANDHAR,lubricants
POLYMED,medicalequipmentsuppliesaccessories
8973.3,metalferrous
HINDZINC,metalnonferrous
VEDL,metalnonferrous
HINDALCO,metalnonferrous
HINDCOPPER,metalnonferrous
GRAVITA,metalnonferrous
SBCL,metalnonferrous
RAMRAT,metalnonferrous
POCL,metalnonferrous
BHARATWIRE,metalnonferrous
COALINDIA,miningminerals
NMDC,miningminerals
KIOCL,miningminerals
GMDCLTD,miningminerals
SANDUMA,miningminerals
MOIL,miningminerals
ORISSAMINE,miningminerals
ASHAPURMIN,miningminerals
RPEL,miningminerals
MICRONS,miningminerals
AWFIS,miscellaneous
ONGC,oilexploration
OIL,oilexploration
DEEPINDS,oilexploration
HINDOILEXP,oilexploration
JINDRILL,oilexploration
DOLPHIN,oilexploration
ASIANENE,oilexploration
SELAN,oilexploration
AGI,packaging
TCPLPACK,packaging
BOROSCI,packaging
ARROWGREEN,packaging
PYRAMID,packaging
ORICONENT,packaging
ASIANPAINT,paints
BERGEPAINT,paints
KANSAINER,paints
AKZOINDIA,paints
INDIGOPNTS,paints
SHALPAINTS,paints
ABREL,paperpaperproducts
JKPAPER,paperpaperproducts
WSTCSTPAPR,paperpaperproducts
ANDHRAPAP,paperpaperproducts
SESHAPAPER,paperpaperproducts
PDMJEPAPER,paperpaperproducts
PAKKA,paperpaperproducts
TNPL,paperpaperproducts
KUANTUM,paperpaperproducts
SATIA,paperpaperproducts
ORIENTPPR,paperpaperproducts
EMAMIPAP,paperpaperproducts
NRAIL,paperpaperproducts
GENUSPAPER,paperpaperproducts
PIIND,pesticidesagrochemicals
UPL,pesticidesagrochemicals
SUMICHEM,pesticidesagrochemicals
BAYERCROP,pesticidesagrochemicals
BASF,pesticidesagrochemicals
SHARDACROP,pesticidesagrochemicals
DHANUKA,pesticidesagrochemicals
RALLIS,pesticidesagrochemicals
BHARATRAS,pesticidesagrochemicals
BHAGCHEM,pesticidesagrochemicals
IPL,pesticidesagrochemicals
INSECTICID,pesticidesagrochemicals
ASTEC,pesticidesagrochemicals
HERANBA,pesticidesagrochemicals
EXCELINDUS,pesticidesagrochemicals
BESTAGRO,pesticidesagrochemicals
PUNJABCHEM,pesticidesagrochemicals
SHIVALIK,pesticidesagrochemicals
DHARMAJ,pesticidesagrochemicals
NACLIND,pesticidesagrochemicals
NOVAAGRI,pesticidesagrochemicals
RAIN,petrochemicals
AGARIND,petrochemicals
KOTHARIPET,petrochemicals
VIKASLIFE,petrochemicals
TNPETRO,petrochemicals
SUNPHARMA,pharmaceuticalsdrugs
DIVISLAB,pharmaceuticalsdrugs
CIPLA,pharmaceuticalsdrugs
TORNTPHARM,pharmaceuticalsdrugs
DRREDDY,pharmaceuticalsdrugs
MANKIND,pharmaceuticalsdrugs
ZYDUSLIFE,pharmaceuticalsdrugs
LUPIN,pharmaceuticalsdrugs
AUROPHARMA,pharmaceuticalsdrugs
ALKEM,pharmaceuticalsdrugs
ABBOTINDIA,pharmaceuticalsdrugs
BIOCON,pharmaceuticalsdrugs
GLENMARK,pharmaceuticalsdrugs
GLAXO,pharmaceuticalsdrugs
IPCALAB,pharmaceuticalsdrugs
SYNGENE,pharmaceuticalsdrugs
AJANTPHARM,pharmaceuticalsdrugs
PPLPHARMA,pharmaceuticalsdrugs
SUVENPHAR,pharmaceuticalsdrugs
LAURUSLABS,pharmaceuticalsdrugs
GLAND,pharmaceuticalsdrugs
JBCHEPHARM,pharmaceuticalsdrugs
NATCOPHARM,pharmaceuticalsdrugs
EMCURE,pharmaceuticalsdrugs
PFIZER,pharmaceuticalsdrugs
CONCORDBIO,pharmaceuticalsdrugs
WOCKPHARMA,pharmaceuticalsdrugs
NEULANDLAB,pharmaceuticalsdrugs
APLLTD,pharmaceuticalsdrugs
ERIS,pharmaceuticalsdrugs
JUBLPHARMA,pharmaceuticalsdrugs
CAPLIPOINT,pharmaceuticalsdrugs
ASTRAZEN,pharmaceuticalsdrugs
MARKSANS,pharmaceuticalsdrugs
INDGN,pharmaceuticalsdrugs
SANOFI,pharmaceuticalsdrugs
GRANULES,pharmaceuticalsdrugs
GLS,pharmaceuticalsdrugs
SANOFICONR,pharmaceuticalsdrugs
MEDPLUS,pharmaceuticalsdrugs
AKUMS,pharmaceuticalsdrugs
PGHL,pharmaceuticalsdrugs
AMIORG,pharmaceuticalsdrugs
ORCHPHARMA,pharmaceuticalsdrugs
BLUEJET,pharmaceuticalsdrugs
FDC,pharmaceuticalsdrugs
SHILPAMED,pharmaceuticalsdrugs
SPARC,pharmaceuticalsdrugs
STAR,pharmaceuticalsdrugs
SUPRIYA,pharmaceuticalsdrugs
INNOVACAP,pharmaceuticalsdrugs
AARTIPHARM,pharmaceuticalsdrugs
UNICHEMLAB,pharmaceuticalsdrugs
HIKAL,pharmaceuticalsdrugs
SEQUENT,pharmaceuticalsdrugs
MOREPENLAB,pharmaceuticalsdrugs
GUFICBIO,pharmaceuticalsdrugs
DCAL,pharmaceuticalsdrugs
ADVENZYMES,pharmaceuticalsdrugs
AARTIDRUGS,pharmaceuticalsdrugs
SOLARA,pharmaceuticalsdrugs
RPGLIFE,pharmaceuticalsdrugs
ALEMBICLTD,pharmaceuticalsdrugs
SUVEN,pharmaceuticalsdrugs
INDOCO,pharmaceuticalsdrugs
THEMISMED,pharmaceuticalsdrugs
PANACEABIO,pharmaceuticalsdrugs
WINDLAS,pharmaceuticalsdrugs
IOLCP,pharmaceuticalsdrugs
TTKHLTCARE,pharmaceuticalsdrugs
HESTERBIO,pharmaceuticalsdrugs
SMSPHARMA,pharmaceuticalsdrugs
BETA,pharmaceuticalsdrugs
SYNCOMF,pharmaceuticalsdrugs
AMRUTANJAN,pharmaceuticalsdrugs
LINCOLN,pharmaceuticalsdrugs
JAGSNPHARM,pharmaceuticalsdrugs
ZOTA,pharmaceuticalsdrugs
BLISSGVS,pharmaceuticalsdrugs
REMUS,pharmaceuticalsdrugs
BAJAJHCARE,pharmaceuticalsdrugs
NGLFINE,pharmaceuticalsdrugs
KOPRAN,pharmaceuticalsdrugs
WANBURY,pharmaceuticalsdrugs
ALBERTDAVD,pharmaceuticalsdrugs
MEDICAMEQ,pharmaceuticalsdrugs
NECLIFE,pharmaceuticalsdrugs
SAKAR,pharmaceuticalsdrugs
INDSWFTLAB,pharmaceuticalsdrugs
ZIMLAB,pharmaceuticalsdrugs
LYKALABS,pharmaceuticalsdrugs
ACCENTMIC,pharmaceuticalsdrugs
KILITCH,pharmaceuticalsdrugs
VALIANTLAB,pharmaceuticalsdrugs
SUPREMEIND,plasticproducts
ASTRAL,plasticproducts
FINPIPE,plasticproducts
GRWRHITECH,plasticproducts
TIMETECHNO,plasticproducts
EPL,plasticproducts
RESPONIND,plasticproducts
JAICORPLTD,plasticproducts
SHAILY,plasticproducts
JISLJALEQS,plasticproducts
PRINCEPIPE,plasticproducts
JINDALPOLY,plasticproducts
POLYPLEX,plasticproducts
UFLEX,plasticproducts
KINGFA,plasticproducts
XPROINDIA,plasticproducts
NILKAMAL,plasticproducts
TARSONS,plasticproducts
COSMOFIRST,plasticproducts
MOLDTKPAC,plasticproducts
HUHTAMAKI,plasticproducts
APOLLOPIPE,plasticproducts
ESFL,plasticproducts
ESTER,plasticproducts
PPL,plasticproducts
COOLCAPS,plasticproducts
KRITI,plasticproducts
TPLPLASTEH,plasticproducts
TIRUPATI,plasticproducts
NAHARPOLY,plasticproducts
BALAJEE,plasticproducts
SHREERAMA,plasticproducts
PREMIERPOL,plasticproducts
ADANIPORTS,port
JSWINFRA,port
GPPL,port
NTPC,powergenerationdistribution
POWERGRID,powergenerationdistribution
ADANIPOWER,powergenerationdistribution
ADANIGREEN,powergenerationdistribution
TATAPOWER,powergenerationdistribution
NTPCGREEN,powergenerationdistribution
JSWENERGY,powergenerationdistribution
ADANIENSOL,powergenerationdistribution
NHPC,powergenerationdistribution
TORNTPOWER,powergenerationdistribution
SJVN,powergenerationdistribution
NLCINDIA,powergenerationdistribution
CESC,powergenerationdistribution
RPOWER,powergenerationdistribution
ACMESOLAR,powergenerationdistribution
IEX,powergenerationdistribution
NAVA,powergenerationdistribution
IWEL,powergenerationdistribution
JPPOWER,powergenerationdistribution
RELINFRA,powergenerationdistribution
KPIGREEN,powergenerationdistribution
GMRP&UI,powergenerationdistribution
RTNPOWER,powergenerationdistribution
PTC,powergenerationdistribution
BFUTILITIE,powergenerationdistribution
GIPCL,powergenerationdistribution
RELTD,powergenerationdistribution
GREENPOWER,powergenerationdistribution
DPSCLTD,powergenerationdistribution
URJA,powergenerationdistribution
GVKPIL,powergenerationdistribution
DBCORP,printingandpublishing
MPSLTD,printingandpublishing
NAVNETEDUL,printingandpublishing
JAGRAN,printingandpublishing
SANDESH,printingandpublishing
REPRO,printingandpublishing
SCHAND,printingandpublishing
HMVL,printingandpublishing
DJML,printingandpublishing
HTMEDIA,printingandpublishing
DOMS,printingstationery
FLAIR,printingstationery
KOKUYOCMLN,printingstationery
LINC,printingstationery
RTNINDIA,professionalservices
SIS,professionalservices
TEAMLEASE,professionalservices
UDS,professionalservices
BLSE,professionalservices
KAPSTON,professionalservices
JWL,railwayswagons
TITAGARH,railwayswagons
TEXRAIL,railwayswagons
CRISIL,ratings
ICRA,ratings
CARERATING,ratings
RELIANCE,refineries
IOC,refineries
BPCL,refineries
HINDPETRO,refineries
MRPL,refineries
CHENNPETRO,refineries
RHIM,refractories
VESUVIUS,refractories
IFGLEXPOR,refractories
ORIENTCER,refractories
WESTLIFE,restaurants
RBA,restaurants
BARBEQUE,restaurants
SPECIALITY,restaurants
COFFEEDAY,restaurants
TRENT,retailing
DMART,retailing
ABFRL,retailing
REDTAPE,retailing
PNGJL,retailing
VMART,retailing
ETHOSLTD,retailing
ARVINDFASN,retailing
EMIL,retailing
SHOPERSTOP,retailing
AVL,retailing
GOCOLORS,retailing
VAIBHAVGBL,retailing
VRETAIL,retailing
KALAMANDIR,retailing
STYLEBAAZA,retailing
SPENCERS,retailing
BCONCEPTS,retailing
PIXTRANS,rubberproducts
APCOTEXIND,rubberproducts
GRPLTD,rubberproducts
ELGIRUBCO,rubberproducts
MAZDOCK,shipbuilding
COCHINSHIP,shipbuilding
GRSE,shipbuilding
KMEW,shipbuilding
GESHIP,shipping
SCI,shipping
SCILAL,shipping
SEAMECLTD,shipping
DREDGECORP,shipping
TRANSWORLD,shipping
ESSARSHPNG,shipping
ABSMARINE,shipping
MANORAMA,solventextraction
GAEL,solventextraction
JSWSTEEL,steelironproducts
TATASTEEL,steelironproducts
JSL,steelironproducts
SAIL,steelironproducts
APLAPOLLO,steelironproducts
MSUMI,steelironproducts
SHYAMMETL,steelironproducts
RATNAMANI,steelironproducts
JINDALSAW,steelironproducts
WELCORP,steelironproducts
SARDAEN,steelironproducts
GPIL,steelironproducts
NSLNISP,steelironproducts
USHAMART,steelironproducts
MAHSEAMLES,steelironproducts
GALLANTT,steelironproducts
BANSALWIRE,steelironproducts
MIDHANI,steelironproducts
TIIL,steelironproducts
JAYNECOIND,steelironproducts
KSL,steelironproducts
JTLIND,steelironproducts
SUNFLAG,steelironproducts
VENUSPIPES,steelironproducts
HITECH,steelironproducts
GOODLUCK,steelironproducts
PRAKASH,steelironproducts
PENIND,steelironproducts
MANINDS,steelironproducts
VSSL,steelironproducts
RAMASTEEL,steelironproducts
MUKANDLTD,steelironproducts
MSPL,steelironproducts
HARIOMPIPE,steelironproducts
SHANKARA,steelironproducts
ELECTHERM,steelironproducts
KAMDHENU,steelironproducts
RATNAVEER,steelironproducts
GANDHITUBE,steelironproducts
SURAJLTD,steelironproducts
VRAJ,steelironproducts
MANAKCOAT,steelironproducts
BEDMUTHA,steelironproducts
DPWIRES,steelironproducts
GEEKAYWIRE,steelironproducts
JINDALSTEL,steelspongeironpigiron
LLOYDSME,steelspongeironpigiron
JAIBALAJI,steelspongeironpigiron
STEELXIND,steelspongeironpigiron
EIDPARRY,sugar
BALRAMCHIN,sugar
TRIVENI,sugar
RENUKA,sugar
BANARISUG,sugar
BAJAJHIND,sugar
DALMIASUG,sugar
GODAVARIB,sugar
DCMSRIND,sugar
DHAMPURSUG,sugar
AVADHSUGAR,sugar
DWARKESH,sugar
UTTAMSUGAR,sugar
MAGADSUGAR,sugar
UGARSUGAR,sugar
DBOL,sugar
DAVANGERE,sugar
KCPSUGIND,sugar
TATACONSUM,teacoffee
CCL,teacoffee
HFCL,telecominfrastructure
GTLINFRA,telecominfrastructure
VINDHYATEL,telecominfrastructure
ITI,telecommunicationequipment
TEJASNET,telecommunicationequipment
BBOX,telecommunicationequipment
AVANTEL,telecommunicationequipment
SUYOG,telecommunicationequipment
FROG,telecommunicationequipment
BHARTIARTL,telecommunicationserviceprovider
INDUSTOWER,telecommunicationserviceprovider
BHARTIHEXA,telecommunicationserviceprovider
IDEA,telecommunicationserviceprovider
TATACOMM,telecommunicationserviceprovider
TTML,telecommunicationserviceprovider
RAILTEL,telecommunicationserviceprovider
MTNL,telecommunicationserviceprovider
HATHWAY,telecommunicationserviceprovider
SARTELE,telecommunicationserviceprovider
KDL,telecommunicationserviceprovider
RCOM,telecommunicationserviceprovider
PAGEIND,textile
KPRMILL,textile
MANYAVAR,textile
SWANENERGY,textile
WELSPUNLIV,textile
VTL,textile
RAYMONDLSL,textile
ALOKINDS,textile
ARVIND,textile
GARFIBRES,textile
JINDWORLD,textile
PDSL,textile
GOKEX,textile
ICIL,textile
LUXIND,textile
PGIL,textile
KITEX,textile
BOMDYEING,textile
KKCL,textile
DOLLAR,textile
MAYURUNIQ,textile
HIMATSEIDE,textile
SPAL,textile
RUPA,textile
CANTABIL,textile
SANGAMIND,textile
MONTECARLO,textile
AYMSYNTEX,textile
SPORTKING,textile
CENTENKA,textile
FAZEQ,textile
RSWM,textile
RUBYMILLS,textile
SBC,textile
FILATFASH,textile
GLOSTERLTD,textile
CHEVIOT,textile
NDL,textile
ASHIMASYN,textile
DONEAR,textile
LEMERITE,textile
IRISDOREME,textile
ORBTEXP,textile
LMW,textilemachinery
GANECOS,textilemanmadefibres
RAJRILTD,textilemanmadefibres
INDORAMA,textilemanmadefibres
SARLAPOLY,textilemanmadefibres
BANSWRAS,textilemanmadefibres
TRIDENT,textilespinning
FILATEX,textilespinning
NITINSPIN,textilespinning
SUTLEJTEX,textilespinning
GHCLTEXTIL,textilespinning
NAHARSPING,textilespinning
AMBIKCO,textilespinning
PASHUPATI,textilespinning
PRECOT,textilespinning
NAHARINDUS,textilespinning
RAYMOND,textileweaving
SIYSIL,textileweaving
ADANIENT,trading
REDINGTON,trading
MMTC,trading
HONASA,trading
ENTERO,trading
LLOYDSENT,trading
OPTIEMUS,trading
JSLL,trading
RPTECH,trading
SIRCA,trading
ORIENTTECH,trading
HEXATRADEX,trading
VINCOFE,trading
IMPAL,trading
SPCENET,trading
DENTALKART,trading
MUFTI,trading
CELLECOR,trading
MVGJL,trading
UNIENTER,trading
STCINDIA,trading
ZUARIIND,trading
OSWALAGRO,trading
DYNAMIC,trading
NRL,trading
VINYLINDIA,trading
SAKUMA,trading
MANAKSIA,trading
SSDL,trading
KAMOPAINTS,trading
ESCONET,trading
SRD,trading
JYOTISTRUC,transmissiontowersequipments
IRCTC,travelservices
BLS,travelservices
TBOTEK,travelservices
THOMASCOOK,travelservices
EASEMYTRIP,travelservices
IXIGO,travelservices
YATRA,travelservices
SUNTV,tvbroadcasting
ZEEL,tvbroadcasting
NETWORK,tvbroadcasting
DEN,tvbroadcasting
DISHTV,tvbroadcasting
GTPL,tvbroadcasting
ZEEMEDIA,tvbroadcasting
TVTODAY,tvbroadcasting
NDTV,tvbroadcasting
ENIL,tvbroadcasting
MRF,tyresallied
BALKRISIND,tyresallied
APOLLOTYRE,tyresallied
CEATLTD,tyresallied
JKTYRE,tyresallied
TVSSRICHAK,tyresallied
TOLINS,tyresallied
KDDL,watchesaccessories
FOCE,watchesaccessories
CENTURYPLY,woodwoodproducts
GREENPANEL,woodwoodproducts
GREENPLY,woodwoodproducts
